,frame,x,y,size,label
0,1,0.6420030120427572,0.7871831336332042,1.0278047014508054,0.0
1,1,0.7311528622286176,0.8471988777310132,1.2342935840506255,0.0
2,1,0.9365976601414773,0.3231908620924052,0.5165623717112764,0.0
3,1,0.22183130547645757,0.23376358298941224,1.1804369257717413,0.0
4,1,0.5769361642663074,0.285101908834127,0.6099473812687685,0.0
5,1,0.6948073255322699,0.9542072794436666,0.959575225339289,0.0
6,1,0.13687494148508683,0.5735311628622909,1.2208891361819496,0.0
7,1,0.5500801207115747,0.23466552338150082,0.9903059951793118,0.0
8,1,0.3579445250096269,0.7768535328274442,0.6788368849234093,0.0
9,1,0.5737915721047454,0.9137037355587866,0.990360111947128,0.0
10,1,0.10183794595446272,0.6926711727561782,1.1172387114026345,0.0
11,1,0.9234486718861326,0.36895045731125675,1.1899311183205747,0.0
12,1,0.43470157736087844,0.8930639962705674,1.1849071543592324,0.0
13,1,0.43212632469114587,0.4472094340062577,0.7216750708657802,0.0
14,1,0.45613301665839534,0.05608793967432757,1.04186368265069,0.0
15,1,0.2307307979026949,0.6995786940619312,0.9164510757944457,0.0
16,1,0.5446700468702262,0.4164115505915644,0.5501824125142797,0.0
17,1,0.2873481501780155,0.8930048339877334,0.533918465803275,0.0
18,1,0.2852246351098492,0.20541981705345036,0.6328002715367419,0.0
19,1,0.645938158300841,0.9612921896868474,0.6565818773420882,0.0
20,1,0.7618837956267829,0.6008159749087916,1.1399063906969475,0.0
21,1,0.5303556419265283,0.17780771413775742,0.8911419148147427,0.0
22,1,0.6940790681203352,0.7360722656506875,0.6289901203442902,0.0
23,1,0.023828359293225132,0.8251397498245265,1.1945140581364146,0.0
24,1,0.4810319330570846,0.801047763750801,0.9622057209036935,0.0
25,1,0.4829581042483828,0.7200706451450558,1.176147919095297,0.0
26,1,0.527288237074936,0.9604680213120466,0.8476818661309059,0.0
27,1,0.43625707771543987,0.7916139829349155,1.0629853816183874,0.0
28,1,0.7754311084233758,0.6735159705980331,0.9529127174243586,0.0
29,1,0.5496412957843094,0.6634729717209281,0.7766578194617016,0.0
30,1,0.7188881463120501,0.7300282313563615,0.6006491383853105,0.0
31,1,0.09898277912287501,0.20325636475178566,1.0673387379858117,0.0
32,1,0.6406752868852743,0.32933254307052395,0.6969002437875997,0.0
33,1,0.7865573592512283,0.375047603005622,1.2442123600057027,0.0
34,1,0.5891042350803384,0.594089000915289,1.178699054141077,0.0
35,1,0.37477186427064757,0.9924886346252354,0.9624598123552386,0.0
36,1,0.04257218103526439,0.7297160935924893,0.8158618751518871,0.0
37,1,0.8460655967080333,0.9621206145142408,0.6896169149866735,0.0
38,1,0.3046141460252515,0.5798601678769176,1.1346167227584627,0.0
39,1,0.8447649688177495,0.4820605992817708,0.8143918537282061,0.0
40,1,0.9378205087365823,0.5089399113388346,0.7858708827347577,0.0
41,1,0.9438987702056805,0.3826238003885081,1.1162592618402836,0.0
42,1,0.6933364501724006,0.38203496272067694,0.7346220117161553,0.0
43,1,0.8417924712046374,0.897870760222273,0.8533222434711144,0.0
44,1,0.4391521320516396,0.16828367632702013,1.063460566506737,0.0
45,1,0.802677214850077,0.8316381796859477,1.0922570859610892,0.0
46,1,0.5479709226110281,0.03786376576918249,0.6772946372560043,0.0
47,1,0.9000483056393768,0.470674619762842,1.017084531027308,0.0
48,1,0.05119416231265084,0.6091661744322457,0.7540322779580866,0.0
49,1,0.08392885349129053,0.8774028458592483,1.177570674745518,0.0
0,2,0.6420030120427572,0.7871831336332042,1.0278047014508054,0.0
1,2,0.7311528622286176,0.8471988777310132,1.2342935840506255,0.0
2,2,0.9365976601414773,0.3231908620924052,0.5165623717112764,0.0
3,2,0.22183130547645757,0.23376358298941224,1.1804369257717413,0.0
4,2,0.5769361642663074,0.285101908834127,0.6099473812687685,0.0
5,2,0.6948073255322699,0.9542072794436666,0.959575225339289,0.0
6,2,0.13687494148508683,0.5735311628622909,1.2208891361819496,0.0
7,2,0.5500801207115747,0.23466552338150082,0.9903059951793118,0.0
8,2,0.3579445250096269,0.7768535328274442,0.6788368849234093,0.0
9,2,0.5737915721047454,0.9137037355587866,0.990360111947128,0.0
10,2,0.10183794595446272,0.6926711727561782,1.1172387114026345,0.0
11,2,0.9234486718861326,0.36895045731125675,1.1899311183205747,0.0
12,2,0.43470157736087844,0.8930639962705674,1.1849071543592324,0.0
13,2,0.43212632469114587,0.4472094340062577,0.7216750708657802,0.0
14,2,0.45613301665839534,0.05608793967432757,1.04186368265069,0.0
15,2,0.2307307979026949,0.6995786940619312,0.9164510757944457,0.0
16,2,0.5446700468702262,0.4164115505915644,0.5501824125142797,0.0
17,2,0.2873481501780155,0.8930048339877334,0.533918465803275,0.0
18,2,0.2852246351098492,0.20541981705345036,0.6328002715367419,0.0
19,2,0.645938158300841,0.9612921896868474,0.6565818773420882,0.0
20,2,0.7618837956267829,0.6008159749087916,1.1399063906969475,0.0
21,2,0.5303556419265283,0.17780771413775742,0.8911419148147427,0.0
22,2,0.6940790681203352,0.7360722656506875,0.6289901203442902,0.0
23,2,0.023828359293225132,0.8251397498245265,1.1945140581364146,0.0
24,2,0.4810319330570846,0.801047763750801,0.9622057209036935,0.0
25,2,0.4829581042483828,0.7200706451450558,1.176147919095297,0.0
26,2,0.527288237074936,0.9604680213120466,0.8476818661309059,0.0
27,2,0.43625707771543987,0.7916139829349155,1.0629853816183874,0.0
28,2,0.7754311084233758,0.6735159705980331,0.9529127174243586,0.0
29,2,0.5496412957843094,0.6634729717209281,0.7766578194617016,0.0
30,2,0.7188881463120501,0.7300282313563615,0.6006491383853105,0.0
31,2,0.09898277912287501,0.20325636475178566,1.0673387379858117,0.0
32,2,0.6406752868852743,0.32933254307052395,0.6969002437875997,0.0
33,2,0.7865573592512283,0.375047603005622,1.2442123600057027,0.0
34,2,0.5891042350803384,0.594089000915289,1.178699054141077,0.0
35,2,0.37477186427064757,0.9924886346252354,0.9624598123552386,0.0
36,2,0.04257218103526439,0.7297160935924893,0.8158618751518871,0.0
37,2,0.8460655967080333,0.9621206145142408,0.6896169149866735,0.0
38,2,0.3046141460252515,0.5798601678769176,1.1346167227584627,0.0
39,2,0.8447649688177495,0.4820605992817708,0.8143918537282061,0.0
40,2,0.9378205087365823,0.5089399113388346,0.7858708827347577,0.0
41,2,0.9438987702056805,0.3826238003885081,1.1162592618402836,0.0
42,2,0.6933364501724006,0.38203496272067694,0.7346220117161553,0.0
43,2,0.8417924712046374,0.897870760222273,0.8533222434711144,0.0
44,2,0.4391521320516396,0.16828367632702013,1.063460566506737,0.0
45,2,0.802677214850077,0.8316381796859477,1.0922570859610892,0.0
46,2,0.5479709226110281,0.03786376576918249,0.6772946372560043,0.0
47,2,0.9000483056393768,0.470674619762842,1.017084531027308,0.0
48,2,0.05119416231265084,0.6091661744322457,0.7540322779580866,0.0
49,2,0.08392885349129053,0.8774028458592483,1.177570674745518,0.0
50,2,0.4390552632332355,0.22378022817112886,0.6429221118000112,0.0
51,2,0.25233945285463444,0.1732410560266331,0.6000157180016934,0.0
52,2,0.5881055235493946,0.6189285652149094,0.55806481145048,0.0
53,2,0.5261710024913893,0.5978731587526743,0.6110450632381712,0.0
54,2,0.8534303324898902,0.5699094720137879,0.7694615586058295,0.0
55,2,0.7186979392526145,0.9961224125057075,0.6549397250317175,0.0
56,2,0.8808096948740404,0.4535358466016183,0.7570606082490554,0.0
57,2,0.23681641929414932,0.6563610552420885,1.1860388907578296,0.0
58,2,0.7454606778065667,0.49881427912596454,1.217301577552921,0.0
59,2,0.9334017173221906,0.17361466476672194,0.7577763810919969,0.0
60,2,0.4544103814574828,0.4839574157057711,0.8823132393541586,0.0
61,2,0.9339715432351168,0.8320881928053047,0.739800227932039,0.0
62,2,0.18278975593984959,0.3223425891050582,1.1316541204248378,0.0
63,2,0.712035596403877,0.9219046132356048,1.225659027737581,0.0
64,2,0.613543168292476,0.774499751622723,0.523352767348506,0.0
65,2,0.3764983325211131,0.6004175560307986,0.7738509460361259,0.0
66,2,0.6827471494233935,0.8275629151998039,0.815563865637976,0.0
67,2,0.19813941965182835,0.7749094679606732,1.2204970630711787,0.0
68,2,0.200850649816656,0.5119701975294072,0.8003974633030649,0.0
69,2,0.05650813245686581,0.5753251012321315,0.6161744206591612,0.0
70,2,0.660321080926298,0.839203032761614,1.1952651032764483,0.0
71,2,0.7582743623647163,0.4997571519603323,0.6594151369444776,0.0
72,2,0.4628156876552145,0.4220204635943273,0.8984810848355583,0.0
73,2,0.9889611821453368,0.8880362483821406,0.5364554597624356,0.0
74,2,0.713686717495986,0.8856553158945417,0.6176657621017735,0.0
75,2,0.2283655578479653,0.49544892505677285,0.9263412945412136,0.0
76,2,0.5985501572220742,0.5136773065971413,0.614191007909579,0.0
77,2,0.8552549868046643,0.942939912491417,1.1225485510167936,0.0
78,2,0.9061084521341025,0.5964652956461514,0.7783598582963067,0.0
79,2,0.5472055485916297,0.08649004542452798,0.5350417950073754,0.0
80,2,0.3791345367932458,0.7043458638421137,1.1658407933138242,0.0
81,2,0.9713795260756309,0.6559361065100637,0.9699359323690233,0.0
82,2,0.6281182073403807,0.7765110981020584,1.0562787774144318,0.0
83,2,0.1266648353893879,0.5179548425547786,0.8561565041573947,0.0
84,2,0.12697120548043683,0.7671731508682528,1.2321313249043766,0.0
85,2,0.508139418054004,0.12318871865338554,0.5079236213266469,0.0
86,2,0.6004430634915333,0.5362375453538092,0.5616729830165277,0.0
87,2,0.9283807579062054,0.8307795199071148,0.5619325336893137,0.0
88,2,0.6718691805289959,0.9618439888108057,1.0407171662374706,0.0
89,2,0.39061532893450857,0.6796192902979517,0.9953679337032775,0.0
90,2,0.15521341541879563,0.8852987764435856,0.6386403755485983,0.0
91,2,0.481638081393162,0.6359266860332727,0.5860486038563297,0.0
92,2,0.32480147738189924,0.8165188605144025,0.5147438560194499,0.0
93,2,0.13713230910800778,0.08979697677443998,1.1037292130419054,0.0
94,2,0.8155419696329691,0.01885008524554288,1.0066009666287803,0.0
95,2,0.6821707421670749,0.5317789356867105,0.6589342082669175,0.0
96,2,0.3702891603825308,0.8504987470154377,1.0560682860484636,0.0
97,2,0.2014327160057201,0.9183096004815213,0.9321635118764285,0.0
98,2,0.7850149290077252,0.5852477443449637,1.1640020328214975,0.0
99,2,0.4285984247952601,0.9287579532184528,0.7170666745959468,0.0
0,3,0.6420030120427572,0.7871831336332042,1.0278047014508054,0.0
1,3,0.7311528622286176,0.8471988777310132,1.2342935840506255,0.0
2,3,0.9365976601414773,0.3231908620924052,0.5165623717112764,0.0
3,3,0.22183130547645757,0.23376358298941224,1.1804369257717413,0.0
4,3,0.5769361642663074,0.285101908834127,0.6099473812687685,0.0
